"","C","phi","ppi","ppitil","F","D","A","ii","v","r"
"87",0.000115334301820091,-7.8192003716282e-05,-8.68817024111903e-06,-8.6881362793001e-05,-0.000394727063657285,-0.000316534111821642,0.000128366323415285,-1.95482582183992e-05,0,-1.30321083819598e-05
"88",0.000103800874096116,-7.03727555340095e-05,-7.81936207478057e-06,-7.81933456095452e-05,-0.000355256892459188,-0.000284883103918165,0.000115529683664128,-1.75934414677406e-05,0,-1.17288961436187e-05
"89",9.34207917913099e-05,-6.33354223733562e-05,-7.0374362834592e-06,-7.037413992661e-05,-0.000319733922804488,-0.000256397377096373,0.000103976709286968,-1.58341079616042e-05,0,-1.05560051842814e-05
"90",8.40787202083249e-05,-5.70018129364414e-05,-6.33370459514332e-06,-6.33368653746302e-05,-0.000287763448159062,-0.000230760415309561,9.35790334999353e-05,-1.42507093178063e-05,0,-9.5004033664609e-06
"91",7.56708580018639e-05,-5.13015550263063e-05,-5.7003475879543e-06,-5.70033297231376e-05,-0.000258990233514833,-0.000207687355013864,8.42211262064296e-05,-1.28256520643549e-05,0,-8.55036172985195e-06
"92",6.81037841676613e-05,-4.61713135058162e-05,-5.13032784522873e-06,-5.13031599980174e-05,-0.000233094567958503,-0.000186921819733676,7.5799010401667e-05,-1.15431021184206e-05,0,-7.6953242191262e-06
"93",6.12934197841142e-05,-4.155408640516e-05,-4.61731165059009e-06,-4.61730205736366e-05,-0.000209788712490777,-0.000168233071551338,6.82191067857829e-05,-1.03888087318524e-05,0,-6.92579046783054e-06
"94",5.51640938706299e-05,-3.73985721169312e-05,-4.15559872451832e-06,-4.15559095467977e-05,-0.000188813702839408,-0.000151413447091464,6.13971940177649e-05,-9.3499463423366e-06,0,-6.23321000733407e-06
"95",4.9647702549116e-05,-3.36585989302307e-05,-3.74005882879898e-06,-3.74005253211962e-05,-0.00016993647204977,-0.000136276050188844,5.52574729306698e-05,-8.41497196403529e-06,0,-5.60988751353762e-06
"96",4.46829524047843e-05,-3.0292612218652e-05,-3.36607473278645e-06,-3.36606963524666e-05,-0.00015294726070092,-0.000122652675216273,4.97317242720285e-05,-7.57349684198799e-06,0,-5.04889723124884e-06
"97",4.02146793865299e-05,-2.72632127207295e-05,-3.02949098633835e-06,-3.02948686137228e-05,-0.000137657286292114,-0.000110391937957477,4.47585507323822e-05,-6.81617118823696e-06,0,-4.54400585564964e-06
"98",3.61932358527994e-05,-2.4536740950154e-05,-2.72656767888834e-06,-2.72656433875085e-05,-0.000123896645487509,-9.93575935082092e-05,4.02826947576429e-05,-6.13458019105284e-06,0,-4.08960350934863e-06
"99",3.25739389905877e-05,-2.20829032060443e-05,-2.45393891574059e-06,-2.45393620756928e-05,-0.00011151242621521,-8.94270222651095e-05,3.62544245513519e-05,-5.52115052166596e-06,0,-3.68064127531225e-06
"100",2.93165742348833e-05,-1.98744353974156e-05,-2.20857540404807e-06,-2.20857320543111e-05,-0.000100367008593061,-8.04898675044186e-05,3.26289814944758e-05,-4.96906622481086e-06,0,-3.31257511761789e-06
"101",2.63849485371281e-05,-1.78867994526932e-05,-1.98775078264038e-06,-1.98774900428411e-05,-9.03365356519359e-05,-7.24468090074204e-05,2.93660828765141e-05,-4.4721929272698e-06,0,-2.98131544217048e-06
"102",2.37464881536198e-05,-1.60979109820047e-05,-1.78901136804778e-06,-1.78900993130782e-05,-8.13095370033601e-05,-6.5208459276711e-05,2.64294742091664e-05,-4.02500974269054e-06,0,-2.68318155922202e-06
"103",2.13718767572146e-05,-1.44878939956072e-05,-1.61014885652638e-06,-1.6101476929542e-05,-7.31856901636796e-05,-5.86943703750897e-05,2.37865264818282e-05,-3.62254787295707e-06,0,-2.41486088616416e-06
"104",1.92347296756878e-05,-1.30388599695053e-05,-1.4491757851504e-06,-1.4491748412393e-05,-6.58747057125098e-05,-5.28321398074461e-05,2.14078735849554e-05,-3.26033541102333e-06,0,-2.17337208780667e-06
"105",1.73113007262415e-05,-1.17347089489961e-05,-1.3043034745362e-06,-1.3043027036197e-05,-5.92953239508809e-05,-4.75566058311117e-05,1.92670860155175e-05,-2.93434767716788e-06,0,-1.95603193648713e-06
"106",1.55802182932874e-05,-1.05609513800786e-05,-1.1739221077696e-06,-1.17392148335504e-05,-5.33744117348078e-05,-4.28091234017103e-05,1.73403772452119e-05,-2.64096249556756e-06,0,-1.76042556939828e-06
"107",1.40222480737862e-05,-9.50454601689188e-06,-1.05658290412708e-06,-1.05658239824002e-05,-4.80461496810136e-05,-3.85369121613799e-05,1.56063393763617e-05,-2.37691989164041e-06,0,-1.58437959144047e-06
"108",1.26200791150666e-05,-8.55375569264183e-06,-9.50981957430016e-07,-9.50981557945596e-06,-4.32513006964896e-05,-3.46924699745621e-05,1.40457053321441e-05,-2.13928594977597e-06,0,-1.42593793421039e-06
"109",1.13581316796285e-05,-7.69801699052053e-06,-8.55945821929831e-07,-8.55945487820975e-06,-3.8936551416402e-05,-3.12330447060916e-05,1.26411347167732e-05,-1.92542017243141e-06,0,-1.28334012784614e-06
"110",1.02223839393289e-05,-6.92782234912315e-06,-7.70418368442221e-07,-7.70418102646886e-06,-3.50539198334943e-05,-2.81201590790481e-05,1.13770211696007e-05,-1.73294610449765e-06,0,-1.15500180398919e-06
"111",9.20021638872726e-06,-6.23461482440746e-06,-6.93449151896886e-07,-6.93448938271501e-06,-3.15602215250621e-05,-2.53191828281096e-05,1.02393189926886e-05,-1.55972497712514e-06,0,-1.03949695260076e-06
"112",8.28027137966814e-06,-5.61069328774977e-06,-6.24182808571319e-07,-6.24182634467729e-06,-2.84165896924371e-05,-2.27989473966517e-05,9.21538705345171e-06,-1.40383200758487e-06,0,-9.35542168553824e-07
"113",7.45232713317279e-06,-5.0491265279895e-06,-5.61849518279371e-07,-5.61849381464086e-06,-2.55880429511635e-05,-2.05313996803902e-05,8.29384831924074e-06,-1.26353483891062e-06,0,-8.419824893055e-07
"114",6.70718411921456e-06,-4.54367548030632e-06,-5.05756517816739e-07,-5.05756397872759e-06,-2.30430962422368e-05,-1.84912895995204e-05,7.46446344734863e-06,-1.1372744143992e-06,0,-7.57778321093879e-07
"115",6.03656271636055e-06,-4.08872572466024e-06,-4.55280320121138e-07,-4.55280231292932e-06,-2.07534105900464e-05,-1.66558892567004e-05,6.71801707596842e-06,-1.02364763904933e-06,0,-6.81994094278065e-07
"116",5.43301141853192e-06,-3.67922329269632e-06,-4.09859891639485e-07,-4.09859814975988e-06,-1.86934777102188e-05,-1.50047399949393e-05,6.04621535060801e-06,-9.21391787693515e-07,0,-6.13787747409845e-07
"117",4.88982379032166e-06,-3.31061986713621e-06,-3.68990288070641e-07,-3.68990229482336e-06,-1.68403361255898e-05,-1.35194245687309e-05,5.44159379778364e-06,-8.29370419910824e-07,0,-5.52401499622874e-07
"118",4.40096419307423e-06,-2.97882111199854e-06,-3.32217156550452e-07,-3.32217107157362e-06,-1.51733155595579e-05,-1.21833619970424e-05,4.89743441356438e-06,-7.46560834680166e-07,0,-4.97153263360372e-07
"119",3.96100059418814e-06,-2.68014209714451e-06,-2.99131630990102e-07,-2.99131590608681e-06,-1.36738065981135e-05,-1.09816226112613e-05,4.40769096776705e-06,-6.720426227666e-07,0,-4.47429203690063e-07
"120",3.5650441487789e-06,-2.41126607569697e-06,-2.69365775881375e-07,-2.69365741933925e-06,-1.23250531447461e-05,-9.90076173268406e-06,3.96692185766767e-06,-6.04987513037891e-07,0,-4.02676846885225e-07
"121",3.20869506520438e-06,-2.16920755802263e-06,-2.42588537487856e-07,-2.42588512611164e-06,-1.11119658030567e-05,-8.92866941493153e-06,3.57022966746001e-06,-5.44650102102251e-07,0,-3.62398975550036e-07
"122",2.8879934887982e-06,-1.95127920488147e-06,-2.18502041024057e-07,-2.18502018700661e-06,-1.00209531117557e-05,-8.05443512996717e-06,3.21320670071401e-06,-4.90359662250195e-07,0,-3.26148061078194e-07
